0.0376838913452,监管
0.029138163582,工作
0.021364050918,金融
0.0165261456607,风险
0.0155602933684,保监会
0.0145995548749,发展
0.0127890151638,推进
0.0116351553898,市场
0.0112962182217,学习
0.0111844427878,落实
0.0109969154662,切实
0.0109409853898,经济
0.0108534071125,中央
0.0107370512184,纪检组
0.0106753695184,政治
0.0106722200706,深刻
0.0102210827335,把握
0.0101882394691,思想
0.0101150519114,行业
0.0100419938097,总书记
0.00937367450544,维护
0.00925300846181,习近平
0.00895557034031,意义
0.00885465401904,讲话
0.0085457915358,强化
0.00820457972518,总体
0.00817230133553,精神
0.00795045056248,面临
0.00780173486132,力度
0.00759307802497,着力
0.00758441075786,政策
0.00754203554072,战略
0.00751395974429,防范
0.0074344433278,保险业
0.00743327731931,主席
0.00739496597753,平稳
0.0073638830495,国家
0.00733726145222,治国
0.00707504058939,近平
0.00704026220507,协调
0.00698671375309,形势
0.00671643263531,提升
0.00663122902195,自觉
0.00661997690717,指导
0.00654962147811,服务
0.00618837752491,导向
0.00606383362788,责任感
0.00593201465112,深化
0.0058987452088,措施
0.0058601072953,做好
0.00583683962224,执政
0.00581388359551,统筹
0.00574998891806,黄洪
0.0056900209841,健康
0.0056039343281,专题
0.00551352453453,方针
0.00539496120408,组长
0.00539358364175,专注
0.00521787279163,培训班
0.00519452026212,使命感
0.00518912303911,实体
0.00513197105042,困难
0.00512079896803,决策
0.00511577349212,全局
0.00510621938121,清气
0.00509678153779,应对
0.00504241590029,评估
0.00501356723217,稳定
0.00491864032856,短板
0.00490299287045,系统性
0.00483100087761,党中央
0.00482410251605,梁涛
0.00478495270415,实践
0.00477150817213,理政
0.00472014549057,研判
0.00455357580129,深远
0.00455106774076,改革
0.00451213486221,增强
0.00450765924466,现实
0.00443765330107,历史
0.00426971947046,部署
0.00424641765517,头脑
0.00420823722575,防控
0.00418862270915,同志
0.00414969038617,底线
0.0041421636073,化解
0.00405189961462,改进
0.00402915323366,教育
0.00393995633556,制度
0.00390095044508,细化
0.00389080673575,预期
0.00387356971405,节奏
0.00387209381592,贯彻
0.00386709619387,危机感
0.00385768278957,布局
0.00384420372977,领会
0.00382768241029,意识
0.00378403103434,弥补
0.0037067138313,政治局
0.00366444481812,理解
0.00365107833383,着眼
0.00364560271334,中国
0.00364532406985,主业
0.00360564322,乱象
0.00359967788581,挑战
0.00357261432439,核心
0.00356593688228,切入点
0.00355864825933,重要性
0.00349354259684,建设
0.00345706006509,紧迫感
0.00345270442859,稳妥
0.00345038512408,武装
0.00343844001146,水平
0.00334949065327,同步
0.00332828535646,地位
0.00328924754756,围绕
0.00328884746759,系统
0.00326150350613,人民
0.00321626591792,纪委
0.00320204614861,内容
0.0031483177096,创造
0.00313447691069,集体
0.0031112522134,治理
0.00306769881082,支持
0.00302036414696,抓好
0.00301674974797,指出
0.00297153494587,发生
0.0029419962466,事业
0.0028893751488,高度
0.00288125078691,效果
0.00287948271705,陈文辉
0.00281998134342,根基
0.00272127972238,解读
0.0027136672926,文件
0.00268175149582,安全观
0.00253518877177,置身
0.00249534680632,逻辑
0.00247672701226,统一
0.0024327618484,处置
0.00231561385969,理念
0.00226404044084,本源
0.00221793582765,相关
0.00213182282439,提高
0.00209699986757,能力
0.00208369104846,重构
0.00205624640925,报告
0.00202570697357,生态
0.00200175017166,系列
0.00195478687824,论述
0.00186942767132,整治
0.00182760984465,环境
0.00175931705272,近期
0.00123704393478,站位
0.00115881272531,回归
0.000903846329391,出席
0.000837053571429,5月
0.000837053571429,12日
0.000837053571429,陈新权
0.000837053571429,指针
0.000837053571429,风险点
0.000837053571429,治国理政
0.000837053571429,业务
0.000837053571429,姓监
